date,family,Actual_Sales,Fitted_Sales,model_used
2017-01-08,BREAD/BAKERY,245140.984,203327.98215864127,Traditional
2017-01-15,BREAD/BAKERY,212560.68396,211403.45215709333,Traditional
2017-01-22,BREAD/BAKERY,213760.11196,207506.78107998904,Traditional
2017-01-29,BREAD/BAKERY,211541.3998,210672.7759384859,Traditional
2017-02-05,BREAD/BAKERY,227537.5401,207465.56167969297,Traditional
2017-02-12,BREAD/BAKERY,213930.35,216104.50431295735,Traditional
2017-02-19,BREAD/BAKERY,206879.91918,215677.13305626524,Traditional
2017-02-26,BREAD/BAKERY,196205.91012,204333.13778837424,Traditional
2017-03-05,BREAD/BAKERY,234583.97597,229576.83678787545,Traditional
2017-03-12,BREAD/BAKERY,217091.73108,219470.6266917566,Traditional
2017-03-19,BREAD/BAKERY,223622.77,214204.4098285175,Traditional
2017-03-26,BREAD/BAKERY,211630.89191,206175.84087494985,Traditional
2017-04-02,BREAD/BAKERY,215961.07801,212849.37407162043,Traditional
2017-04-09,BREAD/BAKERY,203268.77807,205173.06190835964,Traditional
2017-04-16,BREAD/BAKERY,211975.28891,207846.91489219575,Traditional
2017-04-23,BREAD/BAKERY,203256.89987,231203.88523599907,Traditional
2017-04-30,BREAD/BAKERY,200220.45999,226257.5920972463,Traditional
2017-05-07,BREAD/BAKERY,236730.9589,211815.528100724,Traditional
2017-05-14,BREAD/BAKERY,200756.6071,204753.63248420495,Traditional
2017-05-21,BREAD/BAKERY,217774.89697,197242.0525807267,Traditional
2017-05-28,BREAD/BAKERY,206795.6312,202122.1471219207,Traditional
2017-06-04,BREAD/BAKERY,225467.32994,214782.41591835127,Traditional
2017-06-11,BREAD/BAKERY,210318.88109,208061.41576206748,Traditional
2017-06-18,BREAD/BAKERY,204580.396,208557.2834843096,Traditional
2017-06-25,BREAD/BAKERY,297430.17616000003,267802.28948077443,Traditional
2017-07-02,BREAD/BAKERY,215722.95313,250291.36544161872,Traditional
2017-07-09,BREAD/BAKERY,249404.98299,218332.76082303724,Traditional
2017-07-16,BREAD/BAKERY,204034.84701,219328.62529514704,Traditional
2017-07-23,BREAD/BAKERY,196272.52192,218570.64967176117,Traditional
2017-07-30,BREAD/BAKERY,199331.79809,199808.31769167015,Traditional
2017-08-06,BREAD/BAKERY,215378.20987,204997.0929035035,Traditional
2017-08-13,BREAD/BAKERY,194256.639,207983.90122364796,Traditional
2017-08-20,BREAD/BAKERY,57160.652019999994,38460.00731939869,Traditional
2013-04-07,CLEANING,382419.0,369658.8,ML
2013-04-14,CLEANING,320811.0,351327.56,ML
2013-04-21,CLEANING,324049.0,317915.22,ML
2013-04-28,CLEANING,311735.0,330484.03,ML
2013-05-05,CLEANING,385342.0,329384.0,ML
2013-05-12,CLEANING,362491.0,362796.34,ML
2013-05-19,CLEANING,339596.0,351663.84,ML
2013-05-26,CLEANING,320069.0,330820.3,ML
2013-06-02,CLEANING,360818.0,318836.4,ML
2013-06-09,CLEANING,367718.0,351663.84,ML
2013-06-16,CLEANING,307391.0,344382.8,ML
2013-06-23,CLEANING,326205.0,314287.44,ML
2013-06-30,CLEANING,403279.0,357234.97,ML
2013-07-07,CLEANING,427813.0,393408.56,ML
2013-07-14,CLEANING,304900.0,364451.84,ML
2013-07-21,CLEANING,306177.0,315049.06,ML
2013-07-28,CLEANING,301364.0,293659.6,ML
2013-08-04,CLEANING,362777.0,353819.66,ML
2013-08-11,CLEANING,328944.0,360073.47,ML
2013-08-18,CLEANING,317207.0,322961.44,ML
2013-08-25,CLEANING,316422.0,305299.4,ML
2013-09-01,CLEANING,347144.0,335493.22,ML
2013-09-08,CLEANING,375228.0,372241.12,ML
2013-09-15,CLEANING,312947.0,343579.72,ML
2013-09-22,CLEANING,310548.0,309038.25,ML
2013-09-29,CLEANING,310582.0,332126.3,ML
2013-10-06,CLEANING,380769.0,336062.2,ML
2013-10-13,CLEANING,310669.0,343817.78,ML
2013-10-20,CLEANING,315398.0,310405.44,ML
2013-10-27,CLEANING,298288.0,310720.94,ML
2013-11-03,CLEANING,344681.0,343386.3,ML
2013-11-10,CLEANING,353734.0,354097.4,ML
2013-11-17,CLEANING,309416.0,350449.44,ML
2013-11-24,CLEANING,305430.0,320685.06,ML
2013-12-01,CLEANING,329720.0,331512.34,ML
2013-12-08,CLEANING,377832.0,365773.9,ML
2013-12-15,CLEANING,352785.0,361291.62,ML
2013-12-22,CLEANING,479031.0,383197.72,ML
2013-12-29,CLEANING,379354.0,387794.03,ML
2014-01-05,CLEANING,442223.0,402602.84,ML
2014-01-12,CLEANING,383273.0,377798.25,ML
2014-01-19,CLEANING,354675.0,386828.72,ML
2014-01-26,CLEANING,342350.0,357815.47,ML
2014-02-02,CLEANING,367072.0,351496.62,ML
2014-02-09,CLEANING,370267.0,352843.5,ML
2014-02-16,CLEANING,338017.0,352843.5,ML
2014-02-23,CLEANING,335647.0,335964.03,ML
2014-03-02,CLEANING,374103.0,335964.03,ML
2014-03-09,CLEANING,450319.0,395125.78,ML
2014-03-16,CLEANING,378025.0,364651.56,ML
2014-03-23,CLEANING,375892.0,370838.78,ML
2014-03-30,CLEANING,360754.0,377859.0,ML
2014-04-06,CLEANING,405033.0,386820.97,ML
2014-04-13,CLEANING,330829.0,375778.0,ML
2014-04-20,CLEANING,326016.0,328957.28,ML
2014-04-27,CLEANING,326528.0,334038.94,ML
2014-05-04,CLEANING,379679.0,356342.72,ML
2014-05-11,CLEANING,330392.0,368565.72,ML
2014-05-18,CLEANING,336042.0,330324.5,ML
2014-05-25,CLEANING,311278.0,328957.28,ML
2014-06-01,CLEANING,346167.0,333786.16,ML
2014-06-08,CLEANING,384376.0,368909.2,ML
2014-06-15,CLEANING,308391.0,351489.88,ML
2014-06-22,CLEANING,333984.0,339937.1,ML
2014-06-29,CLEANING,434105.0,403316.6,ML
2014-07-06,CLEANING,504175.0,431882.97,ML
2014-07-13,CLEANING,371803.0,408743.34,ML
2014-07-20,CLEANING,367662.0,353647.66,ML
2014-07-27,CLEANING,351265.0,368475.7,ML
2014-08-03,CLEANING,397876.0,395699.28,ML
2014-08-10,CLEANING,351551.0,354792.22,ML
2014-08-17,CLEANING,330694.0,354792.22,ML
2014-08-24,CLEANING,334054.0,345193.78,ML
2014-08-31,CLEANING,351096.0,337912.75,ML
2014-09-07,CLEANING,449536.0,436812.75,ML
2014-09-14,CLEANING,367712.0,387904.22,ML
2014-09-21,CLEANING,369705.0,366820.6,ML
2014-09-28,CLEANING,355810.0,389880.47,ML
2014-10-05,CLEANING,454191.0,417576.78,ML
2014-10-12,CLEANING,383883.0,403415.75,ML
2014-10-19,CLEANING,376203.0,382585.78,ML
2014-10-26,CLEANING,356510.0,360970.38,ML
2014-11-02,CLEANING,357470.0,402920.72,ML
2014-11-09,CLEANING,457836.0,372088.28,ML
2014-11-16,CLEANING,363110.0,374295.12,ML
2014-11-23,CLEANING,362043.0,358982.56,ML
2014-11-30,CLEANING,378545.0,370321.9,ML
2014-12-07,CLEANING,453253.0,456081.1,ML
2014-12-14,CLEANING,415221.0,423278.47,ML
2014-12-21,CLEANING,454170.0,424810.53,ML
2014-12-28,CLEANING,600268.0,490487.06,ML
2015-01-04,CLEANING,476241.0,438174.8,ML
2015-01-11,CLEANING,472811.0,462434.3,ML
2015-01-18,CLEANING,410627.0,430180.4,ML
2015-01-25,CLEANING,399293.0,429252.38,ML
2015-02-01,CLEANING,420308.0,409573.66,ML
2015-02-08,CLEANING,456192.0,441327.1,ML
2015-02-15,CLEANING,383198.0,414390.8,ML
2015-02-22,CLEANING,433331.0,393053.53,ML
2015-03-01,CLEANING,430811.0,415051.03,ML
2015-03-08,CLEANING,457041.0,440092.47,ML
2015-03-15,CLEANING,408246.0,411400.0,ML
2015-03-22,CLEANING,400422.0,421123.0,ML
2015-03-29,CLEANING,389351.0,407993.78,ML
2015-04-05,CLEANING,463091.0,430188.47,ML
2015-04-12,CLEANING,446174.0,415847.84,ML
2015-04-19,CLEANING,424334.0,433250.4,ML
2015-04-26,CLEANING,407291.0,433250.4,ML
2015-05-03,CLEANING,448790.0,444844.03,ML
2015-05-10,CLEANING,415678.0,446700.12,ML
2015-05-17,CLEANING,415689.0,433702.4,ML
2015-05-24,CLEANING,400509.0,433250.4,ML
2015-05-31,CLEANING,432605.0,443005.34,ML
2015-06-07,CLEANING,479797.0,437198.84,ML
2015-06-14,CLEANING,393441.0,463497.16,ML
2015-06-21,CLEANING,385595.0,416823.25,ML
2015-06-28,CLEANING,478987.0,443513.9,ML
2015-07-05,CLEANING,555193.0,526366.1,ML
2015-07-12,CLEANING,423237.0,451634.3,ML
2015-07-19,CLEANING,399690.0,393190.88,ML
2015-07-26,CLEANING,387420.0,372307.9,ML
2015-08-02,CLEANING,442391.0,407785.6,ML
2015-08-09,CLEANING,430382.0,413435.03,ML
2015-08-16,CLEANING,420613.0,424862.53,ML
2015-08-23,CLEANING,403877.0,408224.9,ML
2015-08-30,CLEANING,409074.0,417979.84,ML
2015-09-06,CLEANING,529383.0,481976.72,ML
2015-09-13,CLEANING,430257.0,444983.03,ML
2015-09-20,CLEANING,422269.0,415441.94,ML
2015-09-27,CLEANING,410743.0,450778.78,ML
2015-10-04,CLEANING,516532.0,478875.9,ML
2015-10-11,CLEANING,441764.0,450571.34,ML
2015-10-18,CLEANING,414569.0,412896.56,ML
2015-10-25,CLEANING,395338.0,415188.28,ML
2015-11-01,CLEANING,373893.0,414928.94,ML
2015-11-08,CLEANING,489949.0,412464.12,ML
2015-11-15,CLEANING,387696.0,433889.97,ML
2015-11-22,CLEANING,394234.0,389593.56,ML
2015-11-29,CLEANING,383208.0,389593.56,ML
2015-12-06,CLEANING,490396.0,451680.9,ML
2015-12-13,CLEANING,427292.0,456903.03,ML
2015-12-20,CLEANING,464444.0,443583.6,ML
2015-12-27,CLEANING,570817.0,538065.0,ML
2016-01-03,CLEANING,487455.0,512204.56,ML
2016-01-10,CLEANING,506090.0,466809.84,ML
2016-01-17,CLEANING,418451.0,432003.5,ML
2016-01-24,CLEANING,416553.0,436825.5,ML
2016-01-31,CLEANING,430785.0,435137.72,ML
2016-02-07,CLEANING,491518.0,463903.16,ML
2016-02-14,CLEANING,413151.0,437917.6,ML
2016-02-21,CLEANING,407848.0,415407.44,ML
2016-02-28,CLEANING,388476.0,411985.1,ML
2016-03-06,CLEANING,493008.0,453337.9,ML
2016-03-13,CLEANING,387125.0,442588.94,ML
2016-03-20,CLEANING,387712.0,391186.62,ML
2016-03-27,CLEANING,363298.0,406781.4,ML
2016-04-03,CLEANING,475701.0,450849.62,ML
2016-04-10,CLEANING,433527.0,502440.84,ML
2016-04-17,CLEANING,394920.0,408321.84,ML
2016-04-24,CLEANING,613133.0,549843.4,ML
2016-05-01,CLEANING,541435.0,579446.94,ML
2016-05-08,CLEANING,599399.0,579135.2,ML
2016-05-15,CLEANING,473150.0,453604.6,ML
2016-05-22,CLEANING,411529.0,451723.7,ML
2016-05-29,CLEANING,403831.0,413821.4,ML
2016-06-05,CLEANING,519363.0,468408.03,ML
2016-06-12,CLEANING,402054.0,455929.8,ML
2016-06-19,CLEANING,402091.0,414770.25,ML
2016-06-26,CLEANING,533623.0,473286.2,ML
2016-07-03,CLEANING,542451.0,551551.75,ML
2016-07-10,CLEANING,434813.0,432434.16,ML
2016-07-17,CLEANING,379979.0,400655.34,ML
2016-07-24,CLEANING,443212.0,439536.1,ML
2016-07-31,CLEANING,403024.0,413711.53,ML
2016-08-07,CLEANING,456167.0,441272.56,ML
2016-08-14,CLEANING,365957.0,398385.72,ML
2016-08-21,CLEANING,402008.0,397592.47,ML
2016-08-28,CLEANING,380135.0,406961.03,ML
2016-09-04,CLEANING,476488.0,443988.34,ML
2016-09-11,CLEANING,434336.0,465716.72,ML
2016-09-18,CLEANING,403424.0,407652.9,ML
2016-09-25,CLEANING,406340.0,456919.38,ML
2016-10-02,CLEANING,457148.0,472150.25,ML
2016-10-09,CLEANING,453964.0,434864.44,ML
2016-10-16,CLEANING,397294.0,401327.2,ML
2016-10-23,CLEANING,387959.0,399972.53,ML
2016-10-30,CLEANING,379636.0,419688.44,ML
2016-11-06,CLEANING,496696.0,458956.25,ML
2016-11-13,CLEANING,534766.0,507697.5,ML
2016-11-20,CLEANING,406688.0,439983.9,ML
2016-11-27,CLEANING,415180.0,410135.16,ML
2016-12-04,CLEANING,495667.0,510063.94,ML
2016-12-11,CLEANING,477359.0,493669.3,ML
2016-12-18,CLEANING,452906.0,467296.66,ML
2016-12-25,CLEANING,547058.0,499300.38,ML
2017-01-01,CLEANING,490364.0,500128.5,ML
2017-01-08,CLEANING,620914.0,566825.9,ML
2017-01-15,CLEANING,452087.0,511865.66,ML
2017-01-22,CLEANING,446966.0,420704.78,ML
2017-01-29,CLEANING,419245.0,393914.78,ML
2017-02-05,CLEANING,525794.0,496086.56,ML
2017-02-12,CLEANING,451985.0,490430.6,ML
2017-02-19,CLEANING,415552.0,418998.7,ML
2017-02-26,CLEANING,468178.0,443024.8,ML
2017-03-05,CLEANING,546399.0,580575.3,ML
2017-03-12,CLEANING,440749.0,513918.88,ML
2017-03-19,CLEANING,439747.0,416936.16,ML
2017-03-26,CLEANING,438476.0,474723.6,ML
2017-04-02,CLEANING,489729.0,473657.0,ML
2017-04-09,CLEANING,474194.0,513830.34,ML
2017-04-16,CLEANING,461037.0,477063.56,ML
2017-04-23,CLEANING,450236.0,434428.75,ML
2017-04-30,CLEANING,478430.0,445033.56,ML
2017-05-07,CLEANING,579485.0,564765.06,ML
2017-05-14,CLEANING,464672.0,498683.66,ML
2017-05-21,CLEANING,542678.0,509036.53,ML
2017-05-28,CLEANING,489953.0,499067.72,ML
2017-06-04,CLEANING,521432.0,545957.2,ML
2017-06-11,CLEANING,464738.0,490208.5,ML
2017-06-18,CLEANING,421698.0,491905.88,ML
2017-06-25,CLEANING,622777.0,635688.4,ML
2017-07-02,CLEANING,524038.0,660590.7,ML
2017-07-09,CLEANING,625380.0,546112.06,ML
2017-07-16,CLEANING,457523.0,533383.94,ML
2017-07-23,CLEANING,440485.0,439532.38,ML
2017-07-30,CLEANING,551059.0,487164.16,ML
2017-08-06,CLEANING,566344.0,558345.8,ML
2017-08-13,CLEANING,385393.0,407488.0,ML
2017-08-20,CLEANING,113506.0,122246.27,ML
2013-04-07,DAIRY,141847.0,144834.52,ML
2013-04-14,DAIRY,126935.0,137918.31,ML
2013-04-21,DAIRY,130828.0,130432.22,ML
2013-04-28,DAIRY,127454.0,135667.16,ML
2013-05-05,DAIRY,145809.0,146630.4,ML
2013-05-12,DAIRY,157316.0,149387.11,ML
2013-05-19,DAIRY,133034.0,138254.62,ML
2013-05-26,DAIRY,129422.0,130768.54,ML
2013-06-02,DAIRY,137669.0,138088.02,ML
2013-06-09,DAIRY,139272.0,143489.56,ML
2013-06-16,DAIRY,135013.0,135702.98,ML
2013-06-23,DAIRY,131126.0,138254.62,ML
2013-06-30,DAIRY,162211.0,159448.17,ML
2013-07-07,DAIRY,159817.0,139126.55,ML
2013-07-14,DAIRY,127240.0,133995.95,ML
2013-07-21,DAIRY,130086.0,122909.72,ML
2013-07-28,DAIRY,127797.0,127015.445,ML
2013-08-04,DAIRY,135728.0,128515.1,ML
2013-08-11,DAIRY,127322.0,130766.24,ML
2013-08-18,DAIRY,126467.0,124409.375,ML
2013-08-25,DAIRY,125474.0,121780.555,ML
2013-09-01,DAIRY,137934.0,128127.63,ML
2013-09-08,DAIRY,143341.0,134219.84,ML
2013-09-15,DAIRY,131425.0,130884.32,ML
2013-09-22,DAIRY,129117.0,120769.42,ML
2013-09-29,DAIRY,130419.0,126998.47,ML
2013-10-06,DAIRY,146233.0,127504.016,ML
2013-10-13,DAIRY,131146.0,139102.0,ML
2013-10-20,DAIRY,134602.0,126886.61,ML
2013-10-27,DAIRY,127319.0,134688.1,ML
2013-11-03,DAIRY,133629.0,136619.69,ML
2013-11-10,DAIRY,209651.0,149381.61,ML
2013-11-17,DAIRY,214477.0,206292.03,ML
2013-11-24,DAIRY,213630.0,205210.61,ML
2013-12-01,DAIRY,230149.0,224822.25,ML
2013-12-08,DAIRY,257123.0,238666.89,ML
2013-12-15,DAIRY,245812.0,244603.34,ML
2013-12-22,DAIRY,317243.0,266509.5,ML
2013-12-29,DAIRY,243333.0,304874.66,ML
2014-01-05,DAIRY,286051.0,267767.9,ML
2014-01-12,DAIRY,267210.0,276803.12,ML
2014-01-19,DAIRY,262813.0,278302.78,ML
2014-01-26,DAIRY,255775.0,242842.52,ML
2014-02-02,DAIRY,257071.0,244342.17,ML
2014-02-09,DAIRY,254715.0,244026.69,ML
2014-02-16,DAIRY,257149.0,244026.69,ML
2014-02-23,DAIRY,242717.0,244026.69,ML
2014-03-02,DAIRY,237263.0,244026.69,ML
2014-03-09,DAIRY,284322.0,264947.25,ML
2014-03-16,DAIRY,258037.0,278085.4,ML
2014-03-23,DAIRY,259631.0,243023.98,ML
2014-03-30,DAIRY,261176.0,243023.98,ML
2014-04-06,DAIRY,281810.0,236461.1,ML
2014-04-13,DAIRY,253750.0,272506.56,ML
2014-04-20,DAIRY,266319.0,237019.95,ML
2014-04-27,DAIRY,244657.0,273448.6,ML
2014-05-04,DAIRY,264388.0,238387.17,ML
2014-05-11,DAIRY,246895.0,238387.17,ML
2014-05-18,DAIRY,249213.0,238387.17,ML
2014-05-25,DAIRY,240273.0,237019.95,ML
2014-06-01,DAIRY,251739.0,237019.95,ML
2014-06-08,DAIRY,265677.0,237019.95,ML
2014-06-15,DAIRY,244937.0,240947.33,ML
2014-06-22,DAIRY,249491.0,242478.42,ML
2014-06-29,DAIRY,323218.0,278678.16,ML
2014-07-06,DAIRY,307539.0,337192.78,ML
2014-07-13,DAIRY,243251.0,310417.44,ML
2014-07-20,DAIRY,245372.0,238977.05,ML
2014-07-27,DAIRY,236225.0,244890.17,ML
2014-08-03,DAIRY,252814.0,234320.58,ML
2014-08-10,DAIRY,233532.0,234636.06,ML
2014-08-17,DAIRY,232383.0,234636.06,ML
2014-08-24,DAIRY,232808.0,241917.1,ML
2014-08-31,DAIRY,247719.0,245975.44,ML
2014-09-07,DAIRY,297386.0,261585.0,ML
2014-09-14,DAIRY,262836.0,288408.75,ML
2014-09-21,DAIRY,268831.0,253601.02,ML
2014-09-28,DAIRY,256704.0,288662.4,ML
2014-10-05,DAIRY,290512.0,264779.56,ML
2014-10-12,DAIRY,266969.0,282558.53,ML
2014-10-19,DAIRY,270751.0,271219.2,ML
2014-10-26,DAIRY,255474.0,282558.53,ML
2014-11-02,DAIRY,236291.0,250180.22,ML
2014-11-09,DAIRY,293417.0,263271.5,ML
2014-11-16,DAIRY,254629.0,280570.72,ML
2014-11-23,DAIRY,257342.0,245509.28,ML
2014-11-30,DAIRY,260449.0,245509.28,ML
2014-12-07,DAIRY,282091.0,260988.1,ML
2014-12-14,DAIRY,270386.0,298949.2,ML
2014-12-21,DAIRY,285479.0,300481.25,ML
2014-12-28,DAIRY,350707.0,332836.1,ML
2015-01-04,DAIRY,279525.0,300642.97,ML
2015-01-11,DAIRY,275007.0,250690.4,ML
2015-01-18,DAIRY,258029.0,273020.8,ML
2015-01-25,DAIRY,254021.0,238795.28,ML
2015-02-01,DAIRY,263181.0,240530.3,ML
2015-02-08,DAIRY,258788.0,234928.05,ML
2015-02-15,DAIRY,224214.0,234928.05,ML
2015-02-22,DAIRY,272308.0,234928.05,ML
2015-03-01,DAIRY,264592.0,274755.84,ML
2015-03-08,DAIRY,288939.0,234928.05,ML
2015-03-15,DAIRY,270808.0,275261.1,ML
2015-03-22,DAIRY,273010.0,275591.66,ML
2015-03-29,DAIRY,268014.0,274755.84,ML
2015-04-05,DAIRY,307258.0,274755.84,ML
2015-04-12,DAIRY,275456.0,302515.94,ML
2015-04-19,DAIRY,274936.0,291086.78,ML
2015-04-26,DAIRY,267723.0,291086.78,ML
2015-05-03,DAIRY,285971.0,291086.78,ML
2015-05-10,DAIRY,287129.0,291086.78,ML
2015-05-17,DAIRY,282779.0,289554.72,ML
2015-05-24,DAIRY,274912.0,291086.78,ML
2015-05-31,DAIRY,290551.0,291086.78,ML
2015-06-07,DAIRY,307690.0,291340.44,ML
2015-06-14,DAIRY,281725.0,326187.34,ML
2015-06-21,DAIRY,292553.0,291340.44,ML
2015-06-28,DAIRY,347148.0,308276.16,ML
2015-07-05,DAIRY,355733.0,357065.16,ML
2015-07-12,DAIRY,286991.0,326811.4,ML
2015-07-19,DAIRY,278364.0,266176.53,ML
2015-07-26,DAIRY,268787.0,273171.94,ML
2015-08-02,DAIRY,284578.0,273171.94,ML
2015-08-09,DAIRY,270388.0,271778.72,ML
2015-08-16,DAIRY,288105.0,283206.22,ML
2015-08-23,DAIRY,268591.0,266568.6,ML
2015-08-30,DAIRY,280593.0,266568.6,ML
2015-09-06,DAIRY,326419.0,279039.5,ML
2015-09-13,DAIRY,280503.0,328429.4,ML
2015-09-20,DAIRY,281464.0,275517.56,ML
2015-09-27,DAIRY,275184.0,275517.56,ML
2015-10-04,DAIRY,314668.0,279481.62,ML
2015-10-11,DAIRY,297980.0,311060.72,ML
2015-10-18,DAIRY,299609.0,309100.6,ML
2015-10-25,DAIRY,291842.0,311896.53,ML
2015-11-01,DAIRY,259377.0,278200.66,ML
2015-11-08,DAIRY,331654.0,243139.31,ML
2015-11-15,DAIRY,286329.0,317590.03,ML
2015-11-22,DAIRY,293243.0,272990.53,ML
2015-11-29,DAIRY,286885.0,272990.53,ML
2015-12-06,DAIRY,320338.0,287465.78,ML
2015-12-13,DAIRY,301071.0,316408.62,ML
2015-12-20,DAIRY,318021.0,332379.72,ML
2015-12-27,DAIRY,358148.0,361852.84,ML
2016-01-03,DAIRY,314173.0,344390.56,ML
2016-01-10,DAIRY,333910.0,322985.25,ML
2016-01-17,DAIRY,302070.0,328245.5,ML
2016-01-24,DAIRY,299572.0,315676.7,ML
2016-01-31,DAIRY,294880.0,315642.9,ML
2016-02-07,DAIRY,290579.0,283228.0,ML
2016-02-14,DAIRY,302844.0,275333.66,ML
2016-02-21,DAIRY,308162.0,311712.62,ML
2016-02-28,DAIRY,306624.0,315642.9,ML
2016-03-06,DAIRY,354207.0,322985.25,ML
2016-03-13,DAIRY,317671.0,340426.5,ML
2016-03-20,DAIRY,315566.0,307014.16,ML
2016-03-27,DAIRY,311322.0,328375.9,ML
2016-04-03,DAIRY,349844.0,326949.3,ML
2016-04-10,DAIRY,328620.0,340426.5,ML
2016-04-17,DAIRY,315450.0,323547.03,ML
2016-04-24,DAIRY,372277.0,477195.62,ML
2016-05-01,DAIRY,409565.0,389443.3,ML
2016-05-08,DAIRY,473605.0,424141.7,ML
2016-05-15,DAIRY,374699.0,369499.22,ML
2016-05-22,DAIRY,333351.0,341215.28,ML
2016-05-29,DAIRY,322194.0,324335.8,ML
2016-06-05,DAIRY,363243.0,314744.78,ML
2016-06-12,DAIRY,315281.0,327570.3,ML
2016-06-19,DAIRY,326183.0,309537.97,ML
2016-06-26,DAIRY,421117.0,365298.72,ML
2016-07-03,DAIRY,404134.0,383377.75,ML
2016-07-10,DAIRY,328417.0,354026.8,ML
2016-07-17,DAIRY,305857.0,335189.25,ML
2016-07-24,DAIRY,347349.0,344640.56,ML
2016-07-31,DAIRY,300933.0,347113.3,ML
2016-08-07,DAIRY,320999.0,334979.2,ML
2016-08-14,DAIRY,284105.0,312003.06,ML
2016-08-21,DAIRY,307667.0,272710.28,ML
2016-08-28,DAIRY,295734.0,303165.06,ML
2016-09-04,DAIRY,340184.0,298646.7,ML
2016-09-11,DAIRY,337029.0,326232.72,ML
2016-09-18,DAIRY,315007.0,321468.84,ML
2016-09-25,DAIRY,304613.0,328823.88,ML
2016-10-02,DAIRY,329121.0,336309.88,ML
2016-10-09,DAIRY,334190.0,352621.44,ML
2016-10-16,DAIRY,316560.0,334712.97,ML
2016-10-23,DAIRY,306199.0,304097.66,ML
2016-10-30,DAIRY,296325.0,326910.53,ML
2016-11-06,DAIRY,354510.0,292971.44,ML
2016-11-13,DAIRY,420489.0,372849.12,ML
2016-11-20,DAIRY,343692.0,369974.84,ML
2016-11-27,DAIRY,320983.0,338467.28,ML
2016-12-04,DAIRY,356349.0,345461.06,ML
2016-12-11,DAIRY,351548.0,366685.62,ML
2016-12-18,DAIRY,346456.0,368633.9,ML
2016-12-25,DAIRY,415523.0,405679.84,ML
2017-01-01,DAIRY,330950.0,361806.4,ML
2017-01-08,DAIRY,434559.0,425866.78,ML
2017-01-15,DAIRY,350699.0,352649.97,ML
2017-01-22,DAIRY,352660.0,353819.1,ML
2017-01-29,DAIRY,343196.0,353819.1,ML
2017-02-05,DAIRY,376155.0,380239.4,ML
2017-02-12,DAIRY,347596.0,375008.28,ML
2017-02-19,DAIRY,339473.0,355884.25,ML
2017-02-26,DAIRY,313762.0,351970.9,ML
2017-03-05,DAIRY,393612.0,403764.0,ML
2017-03-12,DAIRY,355641.0,354391.56,ML
2017-03-19,DAIRY,372220.0,366879.44,ML
2017-03-26,DAIRY,368017.0,382039.4,ML
2017-04-02,DAIRY,391924.0,368749.62,ML
2017-04-09,DAIRY,357691.0,360925.84,ML
2017-04-16,DAIRY,392430.0,355884.25,ML
2017-04-23,DAIRY,354102.0,355884.25,ML
2017-04-30,DAIRY,349599.0,359571.6,ML
2017-05-07,DAIRY,421751.0,395269.62,ML
2017-05-14,DAIRY,349826.0,348333.6,ML
2017-05-21,DAIRY,362230.0,368749.62,ML
2017-05-28,DAIRY,344357.0,354805.22,ML
2017-06-04,DAIRY,382523.0,385358.88,ML
2017-06-11,DAIRY,361705.0,364858.1,ML
2017-06-18,DAIRY,349198.0,382863.84,ML
2017-06-25,DAIRY,482276.0,522481.47,ML
2017-07-02,DAIRY,354015.0,406089.22,ML
2017-07-09,DAIRY,407925.0,386584.97,ML
2017-07-16,DAIRY,325143.0,379866.62,ML
2017-07-23,DAIRY,318160.0,326363.4,ML
2017-07-30,DAIRY,318300.0,323136.12,ML
2017-08-06,DAIRY,340015.0,353173.22,ML
2017-08-13,DAIRY,297262.0,302051.22,ML
2017-08-20,DAIRY,83757.0,111870.02,ML
2013-04-07,DELI,80825.499956,86405.14011747668,Traditional
2013-04-14,DELI,70912.701974,84151.52602587966,Traditional
2013-04-21,DELI,74448.23402199999,81429.58312797392,Traditional
2013-04-28,DELI,71509.42201,78296.11305740246,Traditional
2013-05-05,DELI,87960.51699,75898.80100089207,Traditional
2013-05-12,DELI,90048.224036,78492.79994874251,Traditional
2013-05-19,DELI,77447.575004,81843.01467526733,Traditional
2013-05-26,DELI,75482.436004,81153.95007021562,Traditional
2013-06-02,DELI,83643.827992,80638.30026129464,Traditional
2013-06-09,DELI,81590.46902,80822.97992626952,Traditional
2013-06-16,DELI,72978.605004,80370.7186917204,Traditional
2013-06-23,DELI,73487.64699000001,79244.26645974981,Traditional
2013-06-30,DELI,89538.026996,78117.22769558935,Traditional
2013-07-07,DELI,84285.274,78716.61671726192,Traditional
2013-07-14,DELI,63898.048976,78693.49348370954,Traditional
2013-07-21,DELI,65022.012972,74572.86715376982,Traditional
2013-07-28,DELI,66180.172986,73311.0672205792,Traditional
2013-08-04,DELI,79882.832996,71858.07852341516,Traditional
2013-08-11,DELI,73426.212004,74223.20168600911,Traditional
2013-08-18,DELI,71826.07497,73600.56953679962,Traditional
2013-08-25,DELI,69417.47399,74008.16696544923,Traditional
2013-09-01,DELI,78961.796007,72236.51096840535,Traditional
2013-09-08,DELI,87037.258004,73634.82160670018,Traditional
2013-09-15,DELI,75983.88805000001,77161.38357661218,Traditional
2013-09-22,DELI,76518.137996,77971.23885231538,Traditional
2013-09-29,DELI,76018.01899,78804.15566860282,Traditional
2013-10-06,DELI,91247.598964,78111.09124910264,Traditional
2013-10-13,DELI,78191.175,81429.29435019953,Traditional
