family,replication_id,ending_inventory
GROCERY I,2692,1117500.9481855258
GROCERY I,2693,1020633.7309312623
GROCERY I,2694,558799.3245593354
GROCERY I,2695,999853.5385341496
GROCERY I,2696,1013357.3243558278
GROCERY I,2697,938926.5147854291
GROCERY I,2698,989195.1461265832
GROCERY I,2699,1212166.850435877
GROCERY I,2700,1051677.152547859
GROCERY I,2701,1056546.381377466
GROCERY I,2702,959985.9231713013
GROCERY I,2703,690369.640956867
GROCERY I,2704,1002783.3271953337
GROCERY I,2705,421177.3880935961
GROCERY I,2706,998784.5109018068
GROCERY I,2707,1171305.5169515032
GROCERY I,2708,1024486.9417782633
GROCERY I,2709,926609.0578753905
GROCERY I,2710,1095795.8040007642
GROCERY I,2711,581374.6413720525
GROCERY I,2712,976022.4078722509
GROCERY I,2713,917071.673550053
GROCERY I,2714,986918.1233400377
GROCERY I,2715,1034215.2160580177
GROCERY I,2716,1120023.3598453384
GROCERY I,2717,985219.8335469087
GROCERY I,2718,871421.0751744241
GROCERY I,2719,1027712.6191371472
GROCERY I,2720,1125864.3614299323
GROCERY I,2721,957588.1778172874
GROCERY I,2722,995369.0727110574
GROCERY I,2723,1147725.5024562464
GROCERY I,2724,1035408.5204244973
GROCERY I,2725,1043741.300102822
GROCERY I,2726,959567.4231844343
GROCERY I,2727,1091889.6369174072
GROCERY I,2728,1068853.7723929381
GROCERY I,2729,985477.1185470322
GROCERY I,2730,1058155.8921374644
GROCERY I,2731,553926.988905313
GROCERY I,2732,1007959.1936946831
GROCERY I,2733,1130368.853046732
GROCERY I,2734,1038912.4877886618
GROCERY I,2735,944927.8936164508
GROCERY I,2736,1052315.0657395006
GROCERY I,2737,983389.5664383227
GROCERY I,2738,888249.5645413799
GROCERY I,2739,1014997.3087153654
GROCERY I,2740,759759.3619287106
GROCERY I,2741,904851.0627527257
GROCERY I,2742,1093190.3541961769
GROCERY I,2743,909296.4244309256
GROCERY I,2744,899092.8822075435
GROCERY I,2745,990308.5029679799
GROCERY I,2746,987315.50413719
GROCERY I,2747,1130240.135750024
GROCERY I,2748,941768.1207872152
GROCERY I,2749,626625.888292257
GROCERY I,2750,1136452.5594881305
GROCERY I,2751,1012149.9530272199
GROCERY I,2752,945122.1209996855
GROCERY I,2753,1115328.3103291807
GROCERY I,2754,955012.0812912501
GROCERY I,2755,1103770.6718511544
GROCERY I,2756,765759.1464632469
GROCERY I,2757,896718.5593779659
GROCERY I,2758,1066366.6728617419
GROCERY I,2759,1158713.0451393067
GROCERY I,2760,1091411.6694888289
GROCERY I,2761,1026663.8917880809
GROCERY I,2762,845946.6248186327
GROCERY I,2763,1018166.2904229683
GROCERY I,2764,826290.8551244541
GROCERY I,2765,1101406.5191228692
GROCERY I,2766,829450.1643257919
GROCERY I,2767,1098617.5603585532
GROCERY I,2768,937424.2056114465
GROCERY I,2769,1002505.6284434758
GROCERY I,2770,1014713.9621540817
GROCERY I,2771,1118363.8682473789
GROCERY I,2772,810763.7366866448
GROCERY I,2773,1028242.4205478252
GROCERY I,2774,1013693.0632024949
GROCERY I,2775,537117.1727756131
GROCERY I,2776,1082225.5544974864
GROCERY I,2777,1027434.5593476715
GROCERY I,2778,1279870.337375458
GROCERY I,2779,889226.4811817858
GROCERY I,2780,1022067.7610255365
GROCERY I,2781,418675.8831297087
GROCERY I,2782,1150990.4182006554
GROCERY I,2783,1135781.9232657857
GROCERY I,2784,1099198.4895862977
GROCERY I,2785,1030186.1956074821
GROCERY I,2786,1069095.0695735516
GROCERY I,2787,1015185.2925897024
GROCERY I,2788,909318.4216727829
GROCERY I,2789,1059587.374159104
GROCERY I,2790,1184624.3672076925
GROCERY I,2791,1069414.6293298772
GROCERY I,2792,708719.2832856213
GROCERY I,2793,1112388.192923972
GROCERY I,2794,1075567.1025900764
GROCERY I,2795,963669.5823388493
GROCERY I,2796,987431.355254191
GROCERY I,2797,851998.7490344215
GROCERY I,2798,1093984.062915521
GROCERY I,2799,1057214.2179284464
GROCERY I,2800,961305.3189696358
GROCERY I,2801,1055131.0042699538
GROCERY I,2802,1182181.7795777428
GROCERY I,2803,1109742.1013948147
GROCERY I,2804,1000284.7967488631
GROCERY I,2805,1024486.9417782633
GROCERY I,2806,946068.2111850139
GROCERY I,2807,911114.5572291211
GROCERY I,2808,1013119.8989686974
GROCERY I,2809,959083.903795179
GROCERY I,2810,1087223.928799849
GROCERY I,2811,976978.7808066849
GROCERY I,2812,795786.9821307433
GROCERY I,2813,1221488.5199678512
GROCERY I,2814,1217586.2737514724
GROCERY I,2815,942508.1606871787
GROCERY I,2816,1108053.3594360861
GROCERY I,2817,1150779.600540806
GROCERY I,2818,816533.0519962301
GROCERY I,2819,937335.3385149778
GROCERY I,2820,846864.6691912009
GROCERY I,2821,1134886.6319241805
GROCERY I,2822,1179000.804909931
GROCERY I,2823,1021172.0788624999
GROCERY I,2824,1089018.6388943896
GROCERY I,2825,861166.3227776765
GROCERY I,2826,998666.5179686353
GROCERY I,2827,940936.7051289458
GROCERY I,2828,1093142.9229589887
GROCERY I,2829,1183518.3455350755
GROCERY I,2830,1037219.3456854725
GROCERY I,2831,984303.9841231667
GROCERY I,2832,1146963.6362035233
GROCERY I,2833,862794.3841202485
GROCERY I,2834,795247.9199076591
GROCERY I,2835,838908.058384259
GROCERY I,2836,1142156.8162198663
GROCERY I,2837,1103680.8082715147
GROCERY I,2838,947212.5180083489
GROCERY I,2839,1089569.8988847267
GROCERY I,2840,1194162.763667117
GROCERY I,2841,659993.5311051577
GROCERY I,2842,1138452.8320667425
GROCERY I,2843,754213.0373791336
GROCERY I,2844,796625.103431634
GROCERY I,2845,1131117.4413402365
GROCERY I,2846,814865.0918223688
GROCERY I,2847,918753.5621833507
GROCERY I,2848,1190550.9584915978
GROCERY I,2849,903617.7742666584
GROCERY I,2850,891781.6356522024
GROCERY I,2851,965861.5454199384
GROCERY I,2852,860622.430716859
GROCERY I,2853,1249631.4836542422
GROCERY I,2854,977521.129977661
GROCERY I,2855,1227061.1492472198
GROCERY I,2856,718644.8194565009
GROCERY I,2857,850624.0246378985
GROCERY I,2858,1044408.8228709943
GROCERY I,2859,1045822.0065107535
GROCERY I,2860,987742.5220610265
GROCERY I,2861,922920.4765219045
GROCERY I,2862,983990.2435070381
GROCERY I,2863,1157129.4956845022
GROCERY I,2864,978940.3064441623
GROCERY I,2865,990021.8695425753
GROCERY I,2866,1105283.854897812
GROCERY I,2867,917927.4774524253
GROCERY I,2868,990308.5029679799
GROCERY I,2869,1093481.0975185926
GROCERY I,2870,970459.0047538015
GROCERY I,2871,1023803.5922888262
GROCERY I,2872,1179446.7371488619
GROCERY I,2873,1202447.1083048508
GROCERY I,2874,860422.4845668848
GROCERY I,2875,1083724.8035604102
GROCERY I,2876,1025272.5463694381
GROCERY I,2877,1077399.1839422842
GROCERY I,2878,798749.5853910621
GROCERY I,2879,508601.164212523
GROCERY I,2880,881998.983108787
GROCERY I,2881,869749.7710371829
GROCERY I,2882,972402.5891922476
GROCERY I,2883,758690.9766734263
GROCERY I,2884,900528.4457121787
GROCERY I,2885,1087462.0782070344
GROCERY I,2886,903433.0533473018
GROCERY I,2887,883732.0466083152
GROCERY I,2888,803791.9778472276
GROCERY I,2889,1106525.6995162184
GROCERY I,2890,991130.8639916483
GROCERY I,2891,968567.5748095023
GROCERY I,2892,952042.7768487192
GROCERY I,2893,1058466.1227763973
GROCERY I,2894,779451.9403978373
GROCERY I,2895,1115763.3567054463
GROCERY I,2896,824578.1402053799
GROCERY I,2897,1146391.1049822147
GROCERY I,2898,1020834.9659713272
GROCERY I,2899,1020430.5512041996
GROCERY I,2900,571897.2046261651
GROCERY I,2901,1053854.2105961558
GROCERY I,2902,1001165.2706267688
GROCERY I,2903,961416.8865551957
GROCERY I,2904,983990.2435070381
GROCERY I,2905,1035950.5852250705
GROCERY I,2906,1183493.8598657078
GROCERY I,2907,1038105.8912674277
GROCERY I,2908,843850.4194831981
GROCERY I,2909,936617.9554821379
GROCERY I,2910,920395.4530269433
GROCERY I,2911,863747.0304337973
GROCERY I,2912,1059197.8092545897
GROCERY I,2913,984557.7126224118
GROCERY I,2914,998111.55169502
GROCERY I,2915,642175.082563489
GROCERY I,2916,827098.5066350615
GROCERY I,2917,835574.2668164285
GROCERY I,2918,954258.5883775088
GROCERY I,2919,1152957.3413016065
GROCERY I,2920,1031347.6376689174
GROCERY I,2921,1131168.55573379
GROCERY I,2922,1059995.690282797
GROCERY I,2923,892281.6422283277
GROCERY I,2924,1001709.9437374043
GROCERY I,2925,1076207.1069032964
GROCERY I,2926,848476.5383280957
GROCERY I,2927,1023965.1509249499
GROCERY I,2928,1058888.0365105937
GROCERY I,2929,1144438.1765673044
GROCERY I,2930,926988.3047036203
GROCERY I,2931,1110362.3472602507
GROCERY I,2932,742163.4661528901
GROCERY I,2933,943302.7602081975
GROCERY I,2934,850793.0639907997
GROCERY I,2935,1103064.0620859992
GROCERY I,2936,914299.7555398237
GROCERY I,2937,925485.4195980018
GROCERY I,2938,1165605.8402189696
GROCERY I,2939,646267.1335721242
GROCERY I,2940,895897.7938243496
GROCERY I,2941,980959.4770742743
GROCERY I,2942,855925.2590654023
GROCERY I,2943,1053958.0565549787
GROCERY I,2944,1034962.7508260577
GROCERY I,2945,1165235.3372649148
GROCERY I,2946,963612.5413083371
GROCERY I,2947,1215605.072019119
GROCERY I,2948,952277.0182849792
GROCERY I,2949,873511.1341643068
GROCERY I,2950,1126366.0509765118
GROCERY I,2951,997664.6817954995
GROCERY I,2952,748120.7569903978
GROCERY I,2953,986549.2601737258
GROCERY I,2954,1127136.601028204
GROCERY I,2955,1115563.1903287768
GROCERY I,2956,1157389.8632911546
GROCERY I,2957,1069855.7329033944
GROCERY I,2958,1004594.9719390312
GROCERY I,2959,1109554.2577274463
GROCERY I,2960,1077770.570688927
GROCERY I,2961,925598.3661026641
GROCERY I,2962,990760.4588652303
GROCERY I,2963,1017715.5518111899
GROCERY I,2964,906522.4751161624
GROCERY I,2965,994434.8638839752
GROCERY I,2966,1058466.1227763973
GROCERY I,2967,815877.8132320549
GROCERY I,2968,859979.2009880979
GROCERY I,2969,1031788.0815032566
GROCERY I,2970,894433.7402461478
GROCERY I,2971,865261.9345194893
GROCERY I,2972,1162394.3884805467
GROCERY I,2973,872754.8251143565
GROCERY I,2974,1109587.980249566
GROCERY I,2975,1069009.058413892
GROCERY I,2976,1116532.0331090349
GROCERY I,2977,508601.164212523
GROCERY I,2978,628879.5184987723
GROCERY I,2979,976707.4869723422
GROCERY I,2980,1123885.8056813753
GROCERY I,2981,992013.1754209012
GROCERY I,2982,1020358.2294119145
GROCERY I,2983,953021.211474002
GROCERY I,2984,833168.7373003665
GROCERY I,2985,1191873.552915819
GROCERY I,2986,1024486.9417782633
GROCERY I,2987,840222.5606320817
GROCERY I,2988,1039668.3647682434
GROCERY I,2989,1044639.3843101782
GROCERY I,2990,867390.3855842663
GROCERY I,2991,1118706.10558588
GROCERY I,2992,1225964.3648262322
GROCERY I,2993,1013693.0632024949
GROCERY I,2994,827098.5066350615
GROCERY I,2995,1070425.0686761513
GROCERY I,2996,1149629.3548293633
GROCERY I,2997,957158.1667630376
GROCERY I,2998,1050821.3434339268
GROCERY I,2999,1101177.2903786981
GROCERY I,3000,1111498.324304209
GROCERY I,3001,1039420.3701466942
GROCERY I,3002,1092755.267270365
GROCERY I,3003,1065880.755324084
GROCERY I,3004,935317.3947545018
GROCERY I,3005,1157658.4350388525
GROCERY I,3006,833366.5154538874
GROCERY I,3007,885883.7558648088
GROCERY I,3008,973998.302893609
GROCERY I,3009,851998.7490344215
GROCERY I,3010,990636.6268227986
GROCERY I,3011,1130482.5815578564
GROCERY I,3012,1020563.736902608
GROCERY I,3013,966236.3152830402
GROCERY I,3014,1038662.8743382532
GROCERY I,3015,765793.4654012532
GROCERY I,3016,1195539.3226563148
GROCERY I,3017,1047327.6178110057
GROCERY I,3018,1153363.223707375
GROCERY I,3019,708898.2953936495
GROCERY I,3020,943870.3681700631
GROCERY I,3021,1171510.336157116
GROCERY I,3022,1023417.2560846385
GROCERY I,3023,1030941.0250667429
GROCERY I,3024,1035251.0897637943
GROCERY I,3025,1074031.9523815894
GROCERY I,3026,925485.4195980018
GROCERY I,3027,1225930.781815001
GROCERY I,3028,902702.8619635926
GROCERY I,3029,960976.0490321721
GROCERY I,3030,923049.2928740208
GROCERY I,3031,928882.50466424
GROCERY I,3032,987185.4128901485
GROCERY I,3033,1048701.8620325574
GROCERY I,3034,995480.5865552488
GROCERY I,3035,905417.9541590412
GROCERY I,3036,767131.4540757155
GROCERY I,3037,1147257.9267934076
GROCERY I,3038,522898.8138311005
GROCERY I,3039,971083.1441223
GROCERY I,3040,534866.56340882
GROCERY I,3041,1045853.00571947
GROCERY I,3042,793000.8414052568
GROCERY I,3043,1119852.0193696083
GROCERY I,3044,920076.6295264624
GROCERY I,3045,684225.4051668609
GROCERY I,3046,1014011.4036998836
GROCERY I,3047,710636.1408213403
GROCERY I,3048,1007817.265492856
GROCERY I,3049,836488.266404575
GROCERY I,3050,889533.0694476989
GROCERY I,3051,1007700.0458901724
GROCERY I,3052,735722.3487043178
GROCERY I,3053,1142902.9196928972
GROCERY I,3054,1044837.7370766507
GROCERY I,3055,963899.1116239511
GROCERY I,3056,969943.4831221567
GROCERY I,3057,1041318.3353842717
GROCERY I,3058,1043741.300102822
GROCERY I,3059,1010902.9490903757
GROCERY I,3060,975635.0896792843
GROCERY I,3061,1048052.4806364502
GROCERY I,3062,1212831.6182861368
GROCERY I,3063,973998.302893609
GROCERY I,3064,896718.1757582922
GROCERY I,3065,1122641.7231757618
GROCERY I,3066,934075.7337692657
GROCERY I,3067,1005895.3654174946
GROCERY I,3068,1148182.1973770345
GROCERY I,3069,1048444.8435205928
GROCERY I,3070,825137.2774553131
GROCERY I,3071,1030502.3668878775
GROCERY I,3072,1194485.064021038
GROCERY I,3073,949800.2007729807
GROCERY I,3074,1118912.048598361
GROCERY I,3075,1053053.9781107856
GROCERY I,3076,778096.0805300754
GROCERY I,3077,964395.0072856983
GROCERY I,3078,927404.7856392518
GROCERY I,3079,800168.7605000552
GROCERY I,3080,1028662.1538853239
GROCERY I,3081,991664.9977963659
GROCERY I,3082,1019969.4809437211
GROCERY I,3083,634824.4243495823
GROCERY I,3084,947887.1023808348
GROCERY I,3085,840824.3672801105
GROCERY I,3086,1008069.6512639218
GROCERY I,3087,911094.9887705073
GROCERY I,3088,990021.8695425753
GROCERY I,3089,916192.3913887903
GROCERY I,3090,1112335.8697494552
GROCERY I,3091,992322.3260588392
GROCERY I,3092,1063953.9275277955
GROCERY I,3093,1016992.2409046687
GROCERY I,3094,1107643.8391702368
GROCERY I,3095,863166.9722619783
GROCERY I,3096,768502.1332118823
GROCERY I,3097,1094330.3290297736
GROCERY I,3098,1030172.1343481769
GROCERY I,3099,1000172.9091362233
GROCERY I,3100,834859.3827899701
GROCERY I,3101,991957.6383040433
GROCERY I,3102,1036815.8385299871
GROCERY I,3103,1066390.9500424934
GROCERY I,3104,1203320.7965466594
GROCERY I,3105,875891.9357110627
GROCERY I,3106,1040005.8684075301
GROCERY I,3107,892281.6422283277
GROCERY I,3108,682508.0743692054
GROCERY I,3109,948379.9510261646
GROCERY I,3110,1073629.939197584
GROCERY I,3111,864840.0417803328
GROCERY I,3112,961416.8865551957
GROCERY I,3113,921429.0396541655
GROCERY I,3114,933754.6842289283
GROCERY I,3115,766852.0296448001
GROCERY I,3116,1000278.5397130074
GROCERY I,3117,1011537.7555884114
GROCERY I,3118,943616.0244782363
GROCERY I,3119,754933.6761046001
GROCERY I,3120,775508.4528420238
GROCERY I,3121,922674.441072453
GROCERY I,3122,1078491.8830196396
GROCERY I,3123,1011204.6648001675
GROCERY I,3124,766852.0296448001
GROCERY I,3125,767867.2941754272
GROCERY I,3126,1162984.1931893562
GROCERY I,3127,911329.5315840283
GROCERY I,3128,1165754.2281393749
GROCERY I,3129,1105356.662081178
GROCERY I,3130,1083603.900727233
GROCERY I,3131,957158.1667630376
GROCERY I,3132,885221.1355525557
GROCERY I,3133,897995.8753511775
GROCERY I,3134,930276.7980062631
GROCERY I,3135,1015056.9958294859
GROCERY I,3136,1125214.8467289014
GROCERY I,3137,1181336.0333144786
GROCERY I,3138,1153491.8544630308
GROCERY I,3139,1123893.2159897776
GROCERY I,3140,1066043.1613598121
GROCERY I,3141,966393.813480349
GROCERY I,3142,1072066.032129636
GROCERY I,3143,1124944.7168195255
GROCERY I,3144,1021747.5498677705
GROCERY I,3145,935848.4384343815
GROCERY I,3146,900872.7255580281
GROCERY I,3147,1093089.7878567416
GROCERY I,3148,1075345.44360275
GROCERY I,3149,1027863.9249282503
GROCERY I,3150,1167295.594886201
GROCERY I,3151,1016325.6780656754
GROCERY I,3152,1087943.386406938
GROCERY I,3153,1056346.6313637984
GROCERY I,3154,1150159.464949422
GROCERY I,3155,1052194.8066261685
GROCERY I,3156,873610.177349269
GROCERY I,3157,966651.8564630755
GROCERY I,3158,1090462.5179544184
GROCERY I,3159,957146.1598681147
GROCERY I,3160,773044.4109332468
GROCERY I,3161,1079624.6691668862
GROCERY I,3162,818157.8650952484
GROCERY I,3163,908876.2242265809
GROCERY I,3164,951608.5166519783
GROCERY I,3165,982053.5810375694
GROCERY I,3166,870501.3643108336
GROCERY I,3167,1080988.137395669
GROCERY I,3168,965610.3552604627
GROCERY I,3169,1257890.8313718769
GROCERY I,3170,1057229.6402944452
GROCERY I,3171,936249.2205373102
GROCERY I,3172,835570.8530887843
GROCERY I,3173,900689.9535260977
GROCERY I,3174,903966.3325851993
GROCERY I,3175,1062861.2397145382
GROCERY I,3176,1146708.7129573515
GROCERY I,3177,1135554.6476260459
GROCERY I,3178,887632.8144994953
GROCERY I,3179,1142646.3326781932
GROCERY I,3180,1025351.4866809446
GROCERY I,3181,1083385.914407923
GROCERY I,3182,969775.7263440951
GROCERY I,3183,805554.9465810043
GROCERY I,3184,1169018.9457721435
GROCERY I,3185,1028185.2004225195
GROCERY I,3186,859049.8464649606
GROCERY I,3187,521142.3053180289
GROCERY I,3188,1010124.4268434806
GROCERY I,3189,1200191.1835576177
GROCERY I,3190,550126.3292507294
GROCERY I,3191,1225239.7615482677
GROCERY I,3192,856893.4296510979
GROCERY I,3193,964584.156344578
GROCERY I,3194,882278.4433570276
GROCERY I,3195,884044.7097816151
GROCERY I,3196,916845.4300057329
GROCERY I,3197,1052863.543718479
GROCERY I,3198,889810.0487020994
GROCERY I,3199,1002282.6271510102
GROCERY I,3200,812210.1620834742
GROCERY I,3201,1011118.8622084185
GROCERY I,3202,846191.9206578581
GROCERY I,3203,939718.8747969889
GROCERY I,3204,1072100.7663243737
GROCERY I,3205,1112676.0131688612
GROCERY I,3206,969408.2769716722
GROCERY I,3207,870167.4874482634
GROCERY I,3208,994824.6635170706
GROCERY I,3209,865624.6290231267
GROCERY I,3210,982755.4988884466
GROCERY I,3211,1014011.4036998836
GROCERY I,3212,784120.5507806151
GROCERY I,3213,1105233.8986109416
GROCERY I,3214,893249.3087349009
GROCERY I,3215,1009097.1597279357
GROCERY I,3216,1055038.6237933123
GROCERY I,3217,982321.3037150269
GROCERY I,3218,1136353.308942343
GROCERY I,3219,775954.1903378105
GROCERY I,3220,884787.8714835319
GROCERY I,3221,1065561.5083431713
GROCERY I,3222,1034215.2160580177
GROCERY I,3223,983727.9408425506
GROCERY I,3224,1063968.8773780083
GROCERY I,3225,1025576.4808361502
GROCERY I,3226,1114808.9840740205
GROCERY I,3227,967010.5346547012
GROCERY I,3228,842292.8856634438
GROCERY I,3229,665015.7161974115
GROCERY I,3230,828106.0728739325
GROCERY I,3231,1060416.0617317364
GROCERY I,3232,1199844.9353182055
GROCERY I,3233,932105.9678543593
GROCERY I,3234,1114389.1066801716
GROCERY I,3235,1005635.1442737582
GROCERY I,3236,999083.841095631
GROCERY I,3237,1045440.6604936422
GROCERY I,3238,966826.5295313846
GROCERY I,3239,950253.7183795922
GROCERY I,3240,1086554.7484297745
GROCERY I,3241,976993.8728682933
GROCERY I,3242,787868.1592237991
GROCERY I,3243,872182.519748773
GROCERY I,3244,1040518.9728532729
GROCERY I,3245,996184.5690409264
GROCERY I,3246,1135930.0092637055
GROCERY I,3247,1127531.8851890564
GROCERY I,3248,955171.1372441469
GROCERY I,3249,1110977.6253849575
GROCERY I,3250,1069131.5645152307
GROCERY I,3251,1061564.0951161576
GROCERY I,3252,974743.0810210999
GROCERY I,3253,1049006.936154257
GROCERY I,3254,860856.234646156
GROCERY I,3255,927201.4725782587
GROCERY I,3256,1058466.1227763973
GROCERY I,3257,1134845.7556711747
GROCERY I,3258,1024431.8852273247
GROCERY I,3259,516512.32414492895
GROCERY I,3260,1157480.2420664416
GROCERY I,3261,939148.6138219705
GROCERY I,3262,1047634.87154163
GROCERY I,3263,921609.264406903
GROCERY I,3264,904241.2491655946
GROCERY I,3265,970906.4455857995
GROCERY I,3266,1041231.0649671603
GROCERY I,3267,1128302.0242581782
GROCERY I,3268,985531.8920963927
GROCERY I,3269,1092095.760240876
GROCERY I,3270,994426.8397139488
GROCERY I,3271,1054093.0926543223
GROCERY I,3272,1023130.0746764322
GROCERY I,3273,1061711.022717088
GROCERY I,3274,928177.1989634493
GROCERY I,3275,903433.0533473018
GROCERY I,3276,1123885.8056813753
GROCERY I,3277,1169615.599392374
GROCERY I,3278,994130.2762500714
GROCERY I,3279,1004010.9905173153
GROCERY I,3280,1053854.2105961558
GROCERY I,3281,1106222.868710035
GROCERY I,3282,1043381.8999764981
GROCERY I,3283,1052470.3366228826
GROCERY I,3284,1069316.8182159846
GROCERY I,3285,969820.7588534269
GROCERY I,3286,960797.3720698389
GROCERY I,3287,827939.9517784409
GROCERY I,3288,1008177.7394355636
GROCERY I,3289,828455.1339793877
GROCERY I,3290,986707.5213039642
GROCERY I,3291,883526.715521806
GROCERY I,3292,1013693.0632024949
GROCERY I,3293,940561.2905180468
GROCERY I,3294,915275.2931317271
GROCERY I,3295,996106.0684262228
GROCERY I,3296,985839.9217027596
GROCERY I,3297,1030611.2037764661
GROCERY I,3298,1088222.83871852
GROCERY I,3299,1072157.4010840892
GROCERY I,3300,829143.8223153257
GROCERY I,3301,952277.0182849792
GROCERY I,3302,876585.9205875908
GROCERY I,3303,952277.0182849792
GROCERY I,3304,1028242.4205478252
GROCERY I,3305,945671.9405951415
GROCERY I,3306,871879.2711647453
GROCERY I,3307,773148.7316096905
GROCERY I,3308,927465.6136892252
GROCERY I,3309,975510.6131195785
GROCERY I,3310,1071125.3446410387
GROCERY I,3311,1090300.7493446684
GROCERY I,3312,951698.45219039
GROCERY I,3313,980199.6840489017
GROCERY I,3314,934794.5325193851
GROCERY I,3315,1111201.9631505953
GROCERY I,3316,1115201.5138777369
GROCERY I,3317,1000172.9091362233
GROCERY I,3318,1117320.2768689045
GROCERY I,3319,768845.6042400904
GROCERY I,3320,1128400.1109597727
GROCERY I,3321,880085.8845204337
GROCERY I,3322,915275.2931317271
GROCERY I,3323,959782.0714873176
GROCERY I,3324,888781.282043241
GROCERY I,3325,930415.0720926749
GROCERY I,3326,1100925.467994875
GROCERY I,3327,1112335.8697494552
GROCERY I,3328,1073334.4783245828
GROCERY I,3329,1022900.0459846418
GROCERY I,3330,762181.5364848289
GROCERY I,3331,1059044.151033366
GROCERY I,3332,1037300.2269905871
GROCERY I,3333,899581.3425345072
GROCERY I,3334,1023138.318115288
GROCERY I,3335,886070.3925842127
GROCERY I,3336,1120688.2459099656
GROCERY I,3337,1064457.3435459123
GROCERY I,3338,954055.6328404741
GROCERY I,3339,962951.667033362
GROCERY I,3340,894864.968177208
GROCERY I,3341,1065919.9909328618
GROCERY I,3342,966761.6866452508
GROCERY I,3343,934467.7951780116
GROCERY I,3344,1032520.2855662617
GROCERY I,3345,1148175.610080549
GROCERY I,3346,928721.2376247862
GROCERY I,3347,888173.8090001668
GROCERY I,3348,1115857.4246045826
GROCERY I,3349,974079.597050589
GROCERY I,3350,1072400.9186302163
GROCERY I,3351,1131657.416018463
GROCERY I,3352,983990.2435070381
GROCERY I,3353,1111340.742997314
GROCERY I,3354,1224499.6338132957
GROCERY I,3355,1068858.0390667273
GROCERY I,3356,1089203.9779529618
GROCERY I,3357,900509.639453119
GROCERY I,3358,1001253.6097057326
GROCERY I,3359,922674.441072453
GROCERY I,3360,935555.1575862122
GROCERY I,3361,981850.6957625955
GROCERY I,3362,1126302.1531451321
GROCERY I,3363,663716.0548177755
GROCERY I,3364,1050091.9608246805
GROCERY I,3365,1020336.0068662588
GROCERY I,3366,1040957.6371895703
GROCERY I,3367,985536.2451125305
GROCERY I,3368,919327.0165028103
GROCERY I,3369,1144285.8725526673
GROCERY I,3370,751986.5028977608
GROCERY I,3371,1003025.8750171388
GROCERY I,3372,875994.7558409844
GROCERY I,3373,895237.6980742501
GROCERY I,3374,881998.983108787
GROCERY I,3375,1229501.6968487548
GROCERY I,3376,747692.2786226757
GROCERY I,3377,805324.3468589897
GROCERY I,3378,798779.9808399343
GROCERY I,3379,1133257.8963674698
GROCERY I,3380,942961.0372560275
GROCERY I,3381,1027712.6191371472
GROCERY I,3382,861194.0769461099
GROCERY I,3383,1042791.8818655431
GROCERY I,3384,1019527.3046867583
GROCERY I,3385,1047034.3777765911
GROCERY I,3386,967507.5490991783
GROCERY I,3387,1020363.6254113466
GROCERY I,3388,1041361.9114433582
GROCERY I,3389,718644.8194565009
GROCERY I,3390,1027722.7400376382
GROCERY I,3391,1102859.409387117
GROCERY I,3392,946708.2262828582
GROCERY I,3393,984253.447524395
GROCERY I,3394,919245.4140353207
GROCERY I,3395,1017565.874950924
GROCERY I,3396,1029269.9338286922
GROCERY I,3397,1115846.2459711242
GROCERY I,3398,1114785.8566457038
GROCERY I,3399,866487.0310219394
GROCERY I,3400,994157.5953159166
GROCERY I,3401,940672.7916197041
GROCERY I,3402,897144.0475126181
GROCERY I,3403,1014212.9245747125
GROCERY I,3404,872345.7943584492
GROCERY I,3405,935848.4384343815
GROCERY I,3406,1096437.056780639
GROCERY I,3407,894752.764625425
GROCERY I,3408,1142630.9509962422
GROCERY I,3409,771526.716516406
GROCERY I,3410,975426.0282944038
GROCERY I,3411,1250097.9539663303
GROCERY I,3412,1036930.0758688179
GROCERY I,3413,687673.0591348561
GROCERY I,3414,962004.5147607118
GROCERY I,3415,946743.8822302788
GROCERY I,3416,952042.7768487192
GROCERY I,3417,900468.1302694236
GROCERY I,3418,986707.5213039642
GROCERY I,3419,982135.8876109549
GROCERY I,3420,943826.7610918253
GROCERY I,3421,1097893.237748987
GROCERY I,3422,914767.4788031724
GROCERY I,3423,1014011.4036998836
GROCERY I,3424,975510.6131195785
GROCERY I,3425,813201.7262015247
GROCERY I,3426,1104364.6190673532
GROCERY I,3427,1152513.851878764
GROCERY I,3428,883717.1942424856
GROCERY I,3429,893832.1455839435
GROCERY I,3430,1063073.7607591539
GROCERY I,3431,881763.0889137874
GROCERY I,3432,994139.2245550867
GROCERY I,3433,1065242.0169006658
GROCERY I,3434,1098870.423134082
GROCERY I,3435,992030.1377813229
GROCERY I,3436,938571.2532945276
GROCERY I,3437,794761.5105933236
GROCERY I,3438,986549.2601737258
GROCERY I,3439,934952.9386921038
GROCERY I,3440,993389.69087661
GROCERY I,3441,1197807.224331252
GROCERY I,3442,936239.3599887739
GROCERY I,3443,947394.1971156236
GROCERY I,3444,964290.1798587973
GROCERY I,3445,992617.1028971486
GROCERY I,3446,871988.7861795003
GROCERY I,3447,942805.2025072085
GROCERY I,3448,935198.5161637104
GROCERY I,3449,1096392.1149522522
GROCERY I,3450,787181.4769680906
GROCERY I,3451,899608.1892462526
GROCERY I,3452,932435.0416996942
GROCERY I,3453,1060866.2526995689
