date,family,Actual_Sales,Fitted_Sales
2013-04-07,CLEANING,382419.0,386266.1913061777
2013-04-14,CLEANING,320811.0,387309.8003172101
2013-04-21,CLEANING,324049.0,379128.7061882071
2013-04-28,CLEANING,311735.0,365896.2752773332
2013-05-05,CLEANING,385342.0,355542.2201550926
2013-05-12,CLEANING,362491.0,361166.69025256485
2013-05-19,CLEANING,339596.0,364620.7072021168
2013-05-26,CLEANING,320069.0,363005.6769533386
2013-06-02,CLEANING,360818.0,359968.2011446677
2013-06-09,CLEANING,367718.0,360498.01754370006
2013-06-16,CLEANING,307391.0,361540.7434631197
2013-06-23,CLEANING,326205.0,355915.97637554083
2013-06-30,CLEANING,403279.0,353553.75131917815
2013-07-07,CLEANING,427813.0,357607.5821199417
2013-07-14,CLEANING,304900.0,366454.53474789666
2013-07-21,CLEANING,306177.0,354407.053528182
2013-07-28,CLEANING,301364.0,350058.9647346417
2013-08-04,CLEANING,362777.0,343734.07641875173
2013-08-11,CLEANING,328944.0,350008.59836160816
2013-08-18,CLEANING,317207.0,346498.8714193014
2013-08-25,CLEANING,316422.0,345598.1096421706
2013-09-01,CLEANING,347144.0,340225.11253827135
2013-09-08,CLEANING,375228.0,342740.0385057236
2013-09-15,CLEANING,312947.0,351228.2266995756
2013-09-22,CLEANING,310548.0,349677.5085254529
2013-09-29,CLEANING,310582.0,348652.0875939799
2013-10-06,CLEANING,380769.0,344430.26517644525
2013-10-13,CLEANING,310669.0,353910.53297655296
2013-10-20,CLEANING,315398.0,350250.0998375268
2013-10-27,CLEANING,298288.0,351565.6353185185
2013-11-03,CLEANING,344681.0,347082.68986083695
2013-11-10,CLEANING,353734.0,352095.89593473467
2013-11-17,CLEANING,309416.0,355749.2493264135
2013-11-24,CLEANING,305430.0,350527.1937814895
2013-12-01,CLEANING,329720.0,347859.19787600666
2013-12-08,CLEANING,377832.0,343489.6025691383
2013-12-15,CLEANING,352785.0,351730.3400667284
2013-12-22,CLEANING,479031.0,352668.1937263353
2013-12-29,CLEANING,379354.0,304541.458960854
2014-01-05,CLEANING,442223.0,389580.6696616091
2014-01-12,CLEANING,383273.0,400880.2293508338
2014-01-19,CLEANING,354675.0,394837.13212107157
2014-01-26,CLEANING,342350.0,383254.1621721338
2014-02-02,CLEANING,367072.0,373957.1501226449
2014-02-09,CLEANING,370267.0,371077.0496377393
2014-02-16,CLEANING,338017.0,368217.9056493601
2014-02-23,CLEANING,335647.0,360211.1545499364
2014-03-02,CLEANING,374103.0,355763.466718468
2014-03-09,CLEANING,450319.0,358399.6362401921
2014-03-16,CLEANING,378025.0,376261.30158778786
2014-03-23,CLEANING,375892.0,373832.9070373639
2014-03-30,CLEANING,360754.0,370412.2093104136
2014-04-06,CLEANING,405033.0,380296.13984045247
2014-04-13,CLEANING,330829.0,344860.399445311
2014-04-20,CLEANING,326016.0,338819.91639680776
2014-04-27,CLEANING,326528.0,334355.2390111679
2014-05-04,CLEANING,379679.0,379062.20058343164
2014-05-11,CLEANING,330392.0,367261.7444276767
2014-05-18,CLEANING,336042.0,345306.9575600498
2014-05-25,CLEANING,311278.0,330161.5309107988
2014-06-01,CLEANING,346167.0,350395.0609057831
2014-06-08,CLEANING,384376.0,356850.0366853084
2014-06-15,CLEANING,308391.0,324907.68123178085
2014-06-22,CLEANING,333984.0,331893.94034316926
2014-06-29,CLEANING,434105.0,378791.85846069176
2014-07-06,CLEANING,504175.0,408520.6437985828
2014-07-13,CLEANING,371803.0,357543.6446646275
2014-07-20,CLEANING,367662.0,360591.10972737864
2014-07-27,CLEANING,351265.0,353864.2338549025
2014-08-03,CLEANING,397876.0,391937.446167332
2014-08-10,CLEANING,351551.0,375295.7844158677
2014-08-17,CLEANING,330694.0,364477.4947492631
2014-08-24,CLEANING,334054.0,359700.2272812136
2014-08-31,CLEANING,351096.0,371818.60634782456
2014-09-07,CLEANING,449536.0,388626.82180758996
2014-09-14,CLEANING,367712.0,364434.0677510584
2014-09-21,CLEANING,369705.0,360076.01015532616
2014-09-28,CLEANING,355810.0,358054.8760117487
2014-10-05,CLEANING,454191.0,401573.04117352
2014-10-12,CLEANING,383883.0,373255.8882682274
2014-10-19,CLEANING,376203.0,381219.16298747284
2014-10-26,CLEANING,356510.0,367438.7554672703
2014-11-02,CLEANING,357470.0,390661.9787185349
2014-11-09,CLEANING,457836.0,390929.9930719071
2014-11-16,CLEANING,363110.0,377785.76744833286
2014-11-23,CLEANING,362043.0,373106.7319828216
2014-11-30,CLEANING,378545.0,390126.39492492756
2014-12-07,CLEANING,453253.0,424048.06024135975
2014-12-14,CLEANING,415221.0,421823.3737167363
2014-12-21,CLEANING,454170.0,498533.4358697856
2014-12-28,CLEANING,600268.0,405753.6041089286
2015-01-04,CLEANING,476241.0,502457.33007546375
2015-01-11,CLEANING,472811.0,464699.4802741429
2015-01-18,CLEANING,410627.0,449653.43054214166
2015-01-25,CLEANING,399293.0,436715.65548505046
2015-02-01,CLEANING,420308.0,445791.8107233786
2015-02-08,CLEANING,456192.0,438270.23233582574
2015-02-15,CLEANING,383198.0,422362.21998681617
2015-02-22,CLEANING,433331.0,414906.43723274046
2015-03-01,CLEANING,430811.0,442112.24407512794
2015-03-08,CLEANING,457041.0,483822.9782226708
2015-03-15,CLEANING,408246.0,439431.8224585164
2015-03-22,CLEANING,400422.0,436372.75001690304
2015-03-29,CLEANING,389351.0,418830.13786486164
2015-04-05,CLEANING,463091.0,440979.05327025615
2015-04-12,CLEANING,446174.0,401504.4531889489
2015-04-19,CLEANING,424334.0,404699.9203666564
2015-04-26,CLEANING,407291.0,405708.44090958586
2015-05-03,CLEANING,448790.0,432859.06845774146
2015-05-10,CLEANING,415678.0,404816.0176285142
2015-05-17,CLEANING,415689.0,410410.26212909893
2015-05-24,CLEANING,400509.0,399580.40762720956
2015-05-31,CLEANING,432605.0,419675.6308640053
2015-06-07,CLEANING,479797.0,442819.7699892558
2015-06-14,CLEANING,393441.0,405160.4665454242
2015-06-21,CLEANING,385595.0,418034.9990583765
2015-06-28,CLEANING,478987.0,469595.17599847965
2015-07-05,CLEANING,555193.0,512851.53677239455
2015-07-12,CLEANING,423237.0,446766.52957035275
2015-07-19,CLEANING,399690.0,440259.8413193949
2015-07-26,CLEANING,387420.0,427459.04172354995
2015-08-02,CLEANING,442391.0,446920.7237017029
2015-08-09,CLEANING,430382.0,422075.3007435883
2015-08-16,CLEANING,420613.0,413941.2144138264
2015-08-23,CLEANING,403877.0,417884.0629658409
2015-08-30,CLEANING,409074.0,426402.1977125187
2015-09-06,CLEANING,529383.0,476812.228768272
2015-09-13,CLEANING,430257.0,440667.3021330134
2015-09-20,CLEANING,422269.0,440225.66745018656
2015-09-27,CLEANING,410743.0,429343.10711810505
2015-10-04,CLEANING,516532.0,481930.15879481315
2015-10-11,CLEANING,441764.0,439188.9356747421
2015-10-18,CLEANING,414569.0,432550.5614806189
2015-10-25,CLEANING,395338.0,418528.35222790285
2015-11-01,CLEANING,373893.0,414588.0353990196
2015-11-08,CLEANING,489949.0,465385.19017903943
2015-11-15,CLEANING,387696.0,418318.0559758577
2015-11-22,CLEANING,394234.0,416529.08016754966
2015-11-29,CLEANING,383208.0,418862.6648108967
2015-12-06,CLEANING,490396.0,455608.3892020794
2015-12-13,CLEANING,427292.0,440455.36583689024
2015-12-20,CLEANING,464444.0,467422.71371844877
2015-12-27,CLEANING,570817.0,514673.4428214241
2016-01-03,CLEANING,487455.0,479257.3591476025
2016-01-10,CLEANING,506090.0,479238.5754043857
2016-01-17,CLEANING,418451.0,453110.6575125667
2016-01-24,CLEANING,416553.0,441195.0940529753
2016-01-31,CLEANING,430785.0,444448.74359175086
2016-02-07,CLEANING,491518.0,466435.7161186783
2016-02-14,CLEANING,413151.0,435673.3857069515
2016-02-21,CLEANING,407848.0,463695.6312281506
2016-02-28,CLEANING,388476.0,451014.7325097601
2016-03-06,CLEANING,493008.0,451925.45609620656
2016-03-13,CLEANING,387125.0,423180.2591469444
2016-03-20,CLEANING,387712.0,418709.5973219702
2016-03-27,CLEANING,363298.0,415439.8339230051
2016-04-03,CLEANING,475701.0,455262.855248314
2016-04-10,CLEANING,433527.0,444623.3671140588
2016-04-17,CLEANING,394920.0,435576.3180656547
2016-04-24,CLEANING,613133.0,447832.25126348966
2016-05-01,CLEANING,541435.0,530152.5022528084
2016-05-08,CLEANING,599399.0,548619.1700339802
2016-05-15,CLEANING,473150.0,578502.4068551146
2016-05-22,CLEANING,411529.0,441344.3045109265
2016-05-29,CLEANING,403831.0,454638.1928405795
2016-06-05,CLEANING,519363.0,469376.9934695712
2016-06-12,CLEANING,402054.0,424284.44381960697
2016-06-19,CLEANING,402091.0,426338.1530693248
2016-06-26,CLEANING,533623.0,485464.4471948419
2016-07-03,CLEANING,542451.0,531186.3959473715
2016-07-10,CLEANING,434813.0,451615.42896501644
2016-07-17,CLEANING,379979.0,432883.00424802525
2016-07-24,CLEANING,443212.0,421104.12140412716
2016-07-31,CLEANING,403024.0,458957.82598618406
2016-08-07,CLEANING,456167.0,441312.21937179926
2016-08-14,CLEANING,365957.0,432683.60195193713
2016-08-21,CLEANING,402008.0,410036.2891431061
2016-08-28,CLEANING,380135.0,414781.7762032349
2016-09-04,CLEANING,476488.0,484713.52341547766
2016-09-11,CLEANING,434336.0,425514.57700093207
2016-09-18,CLEANING,403424.0,443668.5976466859
2016-09-25,CLEANING,406340.0,442230.5421147435
2016-10-02,CLEANING,457148.0,491884.55288838584
2016-10-09,CLEANING,453964.0,444856.0309533504
2016-10-16,CLEANING,397294.0,430932.27821814374
2016-10-23,CLEANING,387959.0,415866.36343941296
2016-10-30,CLEANING,379636.0,414135.13525269704
2016-11-06,CLEANING,496696.0,483809.4358859186
2016-11-13,CLEANING,534766.0,433982.425282214
2016-11-20,CLEANING,406688.0,427647.3098428079
2016-11-27,CLEANING,415180.0,411200.15603173233
2016-12-04,CLEANING,495667.0,473301.69861336803
2016-12-11,CLEANING,477359.0,446621.87805032084
2016-12-18,CLEANING,452906.0,469125.5024965271
2016-12-25,CLEANING,547058.0,504235.55726629787
2017-01-01,CLEANING,490364.0,488262.0669436763
2017-01-08,CLEANING,620914.0,485487.8753481721
2017-01-15,CLEANING,452087.0,453318.17923649645
2017-01-22,CLEANING,446966.0,446591.8268135854
2017-01-29,CLEANING,419245.0,456697.9280298005
2017-02-05,CLEANING,525794.0,485306.87058104743
2017-02-12,CLEANING,451985.0,446533.27152112976
2017-02-19,CLEANING,415552.0,440036.0655095783
2017-02-26,CLEANING,468178.0,421393.0155953193
2017-03-05,CLEANING,546399.0,489273.46246940095
2017-03-12,CLEANING,440749.0,441577.4360003102
2017-03-19,CLEANING,439747.0,438507.5808862237
2017-03-26,CLEANING,438476.0,423183.7509161549
2017-04-02,CLEANING,489729.0,486301.100481532
2017-04-09,CLEANING,474194.0,461081.10990029626
2017-04-16,CLEANING,461037.0,447421.5159120999
2017-04-23,CLEANING,450236.0,572964.7521004323
2017-04-30,CLEANING,478430.0,502284.73855068366
2017-05-07,CLEANING,579485.0,511917.7464989214
2017-05-14,CLEANING,464672.0,430653.3158821389
2017-05-21,CLEANING,542678.0,460412.769608241
2017-05-28,CLEANING,489953.0,466929.2794202836
2017-06-04,CLEANING,521432.0,524511.2777073487
2017-06-11,CLEANING,464738.0,458558.7264478626
2017-06-18,CLEANING,421698.0,458799.9878260145
2017-06-25,CLEANING,622777.0,558007.7923087582
2017-07-02,CLEANING,524038.0,568040.9097597005
2017-07-09,CLEANING,625380.0,497411.41578160576
2017-07-16,CLEANING,457523.0,462847.1084613097
2017-07-23,CLEANING,440485.0,481202.01022794336
2017-07-30,CLEANING,551059.0,444262.77471428615
2017-08-06,CLEANING,566344.0,488547.3190275096
2017-08-13,CLEANING,385393.0,448707.89422945015
2017-08-20,CLEANING,113506.0,100077.39414074903
2013-04-07,DAIRY,141847.0,
2013-04-14,DAIRY,126935.0,
2013-04-21,DAIRY,130828.0,
2013-04-28,DAIRY,127454.0,
2013-05-05,DAIRY,145809.0,
2013-05-12,DAIRY,157316.0,
2013-05-19,DAIRY,133034.0,
2013-05-26,DAIRY,129422.0,
2013-06-02,DAIRY,137669.0,
2013-06-09,DAIRY,139272.0,
2013-06-16,DAIRY,135013.0,
2013-06-23,DAIRY,131126.0,
2013-06-30,DAIRY,162211.0,
2013-07-07,DAIRY,159817.0,
2013-07-14,DAIRY,127240.0,
2013-07-21,DAIRY,130086.0,
2013-07-28,DAIRY,127797.0,
2013-08-04,DAIRY,135728.0,
2013-08-11,DAIRY,127322.0,
2013-08-18,DAIRY,126467.0,
2013-08-25,DAIRY,125474.0,
2013-09-01,DAIRY,137934.0,
2013-09-08,DAIRY,143341.0,
2013-09-15,DAIRY,131425.0,
2013-09-22,DAIRY,129117.0,
2013-09-29,DAIRY,130419.0,
2013-10-06,DAIRY,146233.0,
2013-10-13,DAIRY,131146.0,
2013-10-20,DAIRY,134602.0,
2013-10-27,DAIRY,127319.0,
2013-11-03,DAIRY,133629.0,
2013-11-10,DAIRY,209651.0,
2013-11-17,DAIRY,214477.0,
2013-11-24,DAIRY,213630.0,
2013-12-01,DAIRY,230149.0,
2013-12-08,DAIRY,257123.0,
2013-12-15,DAIRY,245812.0,
2013-12-22,DAIRY,317243.0,
2013-12-29,DAIRY,243333.0,
2014-01-05,DAIRY,286051.0,
2014-01-12,DAIRY,267210.0,
2014-01-19,DAIRY,262813.0,
2014-01-26,DAIRY,255775.0,
2014-02-02,DAIRY,257071.0,
2014-02-09,DAIRY,254715.0,
2014-02-16,DAIRY,257149.0,
2014-02-23,DAIRY,242717.0,
2014-03-02,DAIRY,237263.0,
2014-03-09,DAIRY,284322.0,
2014-03-16,DAIRY,258037.0,
2014-03-23,DAIRY,259631.0,
2014-03-30,DAIRY,261176.0,
2014-04-06,DAIRY,281810.0,141847.0
2014-04-13,DAIRY,253750.0,126935.0
2014-04-20,DAIRY,266319.0,130828.0
2014-04-27,DAIRY,244657.0,127454.0
2014-05-04,DAIRY,264388.0,145809.0
2014-05-11,DAIRY,246895.0,157316.0
2014-05-18,DAIRY,249213.0,133034.0
2014-05-25,DAIRY,240273.0,129422.0
2014-06-01,DAIRY,251739.0,137669.0
2014-06-08,DAIRY,265677.0,139272.0
2014-06-15,DAIRY,244937.0,135013.0
2014-06-22,DAIRY,249491.0,131126.0
2014-06-29,DAIRY,323218.0,162211.0
2014-07-06,DAIRY,307539.0,159817.0
2014-07-13,DAIRY,243251.0,127240.0
2014-07-20,DAIRY,245372.0,130086.0
2014-07-27,DAIRY,236225.0,127797.0
2014-08-03,DAIRY,252814.0,135728.0
2014-08-10,DAIRY,233532.0,127322.0
2014-08-17,DAIRY,232383.0,126467.0
2014-08-24,DAIRY,232808.0,125474.0
2014-08-31,DAIRY,247719.0,137934.0
2014-09-07,DAIRY,297386.0,143341.0
2014-09-14,DAIRY,262836.0,131425.0
2014-09-21,DAIRY,268831.0,129117.0
2014-09-28,DAIRY,256704.0,130419.0
2014-10-05,DAIRY,290512.0,146233.0
2014-10-12,DAIRY,266969.0,131146.0
2014-10-19,DAIRY,270751.0,134602.0
2014-10-26,DAIRY,255474.0,127319.0
2014-11-02,DAIRY,236291.0,133629.0
2014-11-09,DAIRY,293417.0,209651.0
2014-11-16,DAIRY,254629.0,214477.0
2014-11-23,DAIRY,257342.0,213630.0
2014-11-30,DAIRY,260449.0,230149.0
2014-12-07,DAIRY,282091.0,257123.0
2014-12-14,DAIRY,270386.0,245812.0
2014-12-21,DAIRY,285479.0,317243.0
2014-12-28,DAIRY,350707.0,243333.0
2015-01-04,DAIRY,279525.0,286051.0
2015-01-11,DAIRY,275007.0,267210.0
2015-01-18,DAIRY,258029.0,262813.0
2015-01-25,DAIRY,254021.0,255775.0
2015-02-01,DAIRY,263181.0,257071.0
2015-02-08,DAIRY,258788.0,254715.0
2015-02-15,DAIRY,224214.0,257149.0
2015-02-22,DAIRY,272308.0,242717.0
2015-03-01,DAIRY,264592.0,237263.0
2015-03-08,DAIRY,288939.0,284322.0
2015-03-15,DAIRY,270808.0,258037.0
2015-03-22,DAIRY,273010.0,259631.0
2015-03-29,DAIRY,268014.0,261176.0
2015-04-05,DAIRY,307258.0,281810.0
2015-04-12,DAIRY,275456.0,253750.0
2015-04-19,DAIRY,274936.0,266319.0
2015-04-26,DAIRY,267723.0,244657.0
2015-05-03,DAIRY,285971.0,264388.0
2015-05-10,DAIRY,287129.0,246895.0
2015-05-17,DAIRY,282779.0,249213.0
2015-05-24,DAIRY,274912.0,240273.0
2015-05-31,DAIRY,290551.0,251739.0
2015-06-07,DAIRY,307690.0,265677.0
2015-06-14,DAIRY,281725.0,244937.0
2015-06-21,DAIRY,292553.0,249491.0
2015-06-28,DAIRY,347148.0,323218.0
2015-07-05,DAIRY,355733.0,307539.0
2015-07-12,DAIRY,286991.0,243251.0
2015-07-19,DAIRY,278364.0,245372.0
2015-07-26,DAIRY,268787.0,236225.0
2015-08-02,DAIRY,284578.0,252814.0
2015-08-09,DAIRY,270388.0,233532.0
2015-08-16,DAIRY,288105.0,232383.0
2015-08-23,DAIRY,268591.0,232808.0
2015-08-30,DAIRY,280593.0,247719.0
2015-09-06,DAIRY,326419.0,297386.0
2015-09-13,DAIRY,280503.0,262836.0
2015-09-20,DAIRY,281464.0,268831.0
2015-09-27,DAIRY,275184.0,256704.0
2015-10-04,DAIRY,314668.0,290512.0
2015-10-11,DAIRY,297980.0,266969.0
2015-10-18,DAIRY,299609.0,270751.0
2015-10-25,DAIRY,291842.0,255474.0
2015-11-01,DAIRY,259377.0,236291.0
2015-11-08,DAIRY,331654.0,293417.0
2015-11-15,DAIRY,286329.0,254629.0
2015-11-22,DAIRY,293243.0,257342.0
2015-11-29,DAIRY,286885.0,260449.0
2015-12-06,DAIRY,320338.0,282091.0
2015-12-13,DAIRY,301071.0,270386.0
2015-12-20,DAIRY,318021.0,285479.0
2015-12-27,DAIRY,358148.0,350707.0
2016-01-03,DAIRY,314173.0,279525.0
2016-01-10,DAIRY,333910.0,275007.0
2016-01-17,DAIRY,302070.0,258029.0
2016-01-24,DAIRY,299572.0,254021.0
2016-01-31,DAIRY,294880.0,263181.0
2016-02-07,DAIRY,290579.0,258788.0
2016-02-14,DAIRY,302844.0,224214.0
2016-02-21,DAIRY,308162.0,272308.0
2016-02-28,DAIRY,306624.0,264592.0
2016-03-06,DAIRY,354207.0,288939.0
2016-03-13,DAIRY,317671.0,270808.0
2016-03-20,DAIRY,315566.0,273010.0
2016-03-27,DAIRY,311322.0,268014.0
2016-04-03,DAIRY,349844.0,307258.0
2016-04-10,DAIRY,328620.0,275456.0
2016-04-17,DAIRY,315450.0,274936.0
2016-04-24,DAIRY,372277.0,267723.0
2016-05-01,DAIRY,409565.0,285971.0
2016-05-08,DAIRY,473605.0,287129.0
2016-05-15,DAIRY,374699.0,282779.0
2016-05-22,DAIRY,333351.0,274912.0
2016-05-29,DAIRY,322194.0,290551.0
2016-06-05,DAIRY,363243.0,307690.0
2016-06-12,DAIRY,315281.0,281725.0
2016-06-19,DAIRY,326183.0,292553.0
2016-06-26,DAIRY,421117.0,347148.0
2016-07-03,DAIRY,404134.0,355733.0
2016-07-10,DAIRY,328417.0,286991.0
2016-07-17,DAIRY,305857.0,278364.0
2016-07-24,DAIRY,347349.0,268787.0
2016-07-31,DAIRY,300933.0,284578.0
2016-08-07,DAIRY,320999.0,270388.0
2016-08-14,DAIRY,284105.0,288105.0
2016-08-21,DAIRY,307667.0,268591.0
2016-08-28,DAIRY,295734.0,280593.0
2016-09-04,DAIRY,340184.0,326419.0
2016-09-11,DAIRY,337029.0,280503.0
2016-09-18,DAIRY,315007.0,281464.0
2016-09-25,DAIRY,304613.0,275184.0
2016-10-02,DAIRY,329121.0,314668.0
2016-10-09,DAIRY,334190.0,297980.0
2016-10-16,DAIRY,316560.0,299609.0
2016-10-23,DAIRY,306199.0,291842.0
2016-10-30,DAIRY,296325.0,259377.0
2016-11-06,DAIRY,354510.0,331654.0
2016-11-13,DAIRY,420489.0,286329.0
2016-11-20,DAIRY,343692.0,293243.0
2016-11-27,DAIRY,320983.0,286885.0
2016-12-04,DAIRY,356349.0,320338.0
2016-12-11,DAIRY,351548.0,301071.0
2016-12-18,DAIRY,346456.0,318021.0
2016-12-25,DAIRY,415523.0,358148.0
2017-01-01,DAIRY,330950.0,314173.0
2017-01-08,DAIRY,434559.0,333910.0
2017-01-15,DAIRY,350699.0,302070.0
2017-01-22,DAIRY,352660.0,299572.0
2017-01-29,DAIRY,343196.0,294880.0
2017-02-05,DAIRY,376155.0,290579.0
2017-02-12,DAIRY,347596.0,302844.0
2017-02-19,DAIRY,339473.0,308162.0
2017-02-26,DAIRY,313762.0,306624.0
2017-03-05,DAIRY,393612.0,354207.0
2017-03-12,DAIRY,355641.0,317671.0
2017-03-19,DAIRY,372220.0,315566.0
2017-03-26,DAIRY,368017.0,311322.0
2017-04-02,DAIRY,391924.0,349844.0
2017-04-09,DAIRY,357691.0,328620.0
2017-04-16,DAIRY,392430.0,315450.0
2017-04-23,DAIRY,354102.0,372277.0
2017-04-30,DAIRY,349599.0,409565.0
2017-05-07,DAIRY,421751.0,473605.0
2017-05-14,DAIRY,349826.0,374699.0
2017-05-21,DAIRY,362230.0,333351.0
2017-05-28,DAIRY,344357.0,322194.0
2017-06-04,DAIRY,382523.0,363243.0
2017-06-11,DAIRY,361705.0,315281.0
2017-06-18,DAIRY,349198.0,326183.0
2017-06-25,DAIRY,482276.0,421117.0
2017-07-02,DAIRY,354015.0,404134.0
2017-07-09,DAIRY,407925.0,328417.0
2017-07-16,DAIRY,325143.0,305857.0
2017-07-23,DAIRY,318160.0,347349.0
2017-07-30,DAIRY,318300.0,300933.0
2017-08-06,DAIRY,340015.0,320999.0
2017-08-13,DAIRY,297262.0,284105.0
2017-08-20,DAIRY,83757.0,307667.0
2013-04-07,DELI,80825.499956,86405.14011747668
2013-04-14,DELI,70912.701974,84151.52602587966
2013-04-21,DELI,74448.23402199999,81429.58312797392
2013-04-28,DELI,71509.42201,78296.11305740246
2013-05-05,DELI,87960.51699,75898.80100089207
2013-05-12,DELI,90048.224036,78492.79994874251
2013-05-19,DELI,77447.575004,81843.01467526733
2013-05-26,DELI,75482.436004,81153.95007021562
2013-06-02,DELI,83643.827992,80638.30026129464
2013-06-09,DELI,81590.46902,80822.97992626952
2013-06-16,DELI,72978.605004,80370.7186917204
2013-06-23,DELI,73487.64699000001,79244.26645974981
2013-06-30,DELI,89538.026996,78117.22769558935
2013-07-07,DELI,84285.274,78716.61671726192
2013-07-14,DELI,63898.048976,78693.49348370954
2013-07-21,DELI,65022.012972,74572.86715376982
2013-07-28,DELI,66180.172986,73311.0672205792
2013-08-04,DELI,79882.832996,71858.07852341516
2013-08-11,DELI,73426.212004,74223.20168600911
2013-08-18,DELI,71826.07497,73600.56953679962
2013-08-25,DELI,69417.47399,74008.16696544923
2013-09-01,DELI,78961.796007,72236.51096840535
2013-09-08,DELI,87037.258004,73634.82160670018
2013-09-15,DELI,75983.88805000001,77161.38357661218
2013-09-22,DELI,76518.137996,77971.23885231538
2013-09-29,DELI,76018.01899,78804.15566860282
2013-10-06,DELI,91247.598964,78111.09124910264
2013-10-13,DELI,78191.175,81429.29435019953
2013-10-20,DELI,78847.11802,81127.20625459221
2013-10-27,DELI,74457.820008,82110.1976665807
2013-11-03,DELI,81032.58596,80897.15861112344
2013-11-10,DELI,81794.85601,81736.62942929276
2013-11-17,DELI,75675.039996,81981.57729799721
2013-11-24,DELI,75472.656006,80540.57932537684
2013-12-01,DELI,78024.529946,80067.47385125275
2013-12-08,DELI,84973.49900000001,78198.1534303588
2013-12-15,DELI,79457.713984,79674.34566462136
2013-12-22,DELI,104032.313924,79170.83482082677
2013-12-29,DELI,85391.071062,68187.95761024182
2014-01-05,DELI,97496.6939,89072.74709933731
2014-01-12,DELI,85263.926,91852.5646116321
2014-01-19,DELI,82691.94461199999,89524.71180792419
2014-01-26,DELI,78643.1254,86472.97197887312
2014-02-02,DELI,86305.61081,83861.89373223239
2014-02-09,DELI,84814.73299,83683.29554762143
2014-02-16,DELI,80898.306324,82871.50191769982
2014-02-23,DELI,76694.75864,81231.94035715525
2014-03-02,DELI,80212.444618,79824.94703232263
2014-03-09,DELI,94661.38137,79575.06516618443
2014-03-16,DELI,80845.461956,83852.06094809138
2014-03-23,DELI,82047.68966999999,82592.63806834407
2014-03-30,DELI,80440.93547,81572.64755785419
2014-04-06,DELI,94504.49828,82499.60133587566
2014-04-13,DELI,79656.88598400001,78530.08271945515
2014-04-20,DELI,77348.22732,79548.09813901127
2014-04-27,DELI,80233.64032,78682.32797382814
2014-05-04,DELI,93139.72432,90660.16896336648
2014-05-11,DELI,84475.90431,92804.85360267416
2014-05-18,DELI,85323.3156,82541.74855708116
2014-05-25,DELI,80402.5713,82104.08547792883
2014-06-01,DELI,86120.96351999999,86398.73315738852
2014-06-08,DELI,90306.68392,85615.41661139257
2014-06-15,DELI,82072.728578,80679.33821519473
2014-06-22,DELI,85775.564076,81323.07877272448
2014-06-29,DELI,111020.31511,93174.71199684826
2014-07-06,DELI,108184.09502,99045.26662214659
2014-07-13,DELI,82203.61731999999,87322.63585296235
2014-07-20,DELI,83265.377004,87102.5625776574
2014-07-27,DELI,82517.132002,85682.14767516807
2014-08-03,DELI,93836.342968,94954.40437482062
2014-08-10,DELI,90237.26,91459.83368133807
2014-08-17,DELI,85370.593004,90318.37980837241
2014-08-24,DELI,84123.08402,88231.70843076018
2014-08-31,DELI,89053.74706,92838.70372822708
2014-09-07,DELI,102888.738986,98306.60167375611
2014-09-14,DELI,86530.52096200001,92696.26326803972
2014-09-21,DELI,89668.918976,90726.3048712768
2014-09-28,DELI,86334.13696,89074.93442505432
2014-10-05,DELI,102111.149,99413.0337766751
2014-10-12,DELI,89928.673008,93003.95196981949
2014-10-19,DELI,90381.342996,94289.97983310022
2014-10-26,DELI,85436.154004,89939.75327935387
2014-11-02,DELI,82857.48399,93112.99874225784
2014-11-09,DELI,110728.558,92310.26788258573
2014-11-16,DELI,92464.11903,93479.71126230448
2014-11-23,DELI,96579.084,93980.53610451495
2014-11-30,DELI,99686.773,97715.37998539628
2014-12-07,DELI,111545.05801,105348.52330519477
2014-12-14,DELI,100689.58302,105751.83666404356
2014-12-21,DELI,108173.246,122037.3883973344
2014-12-28,DELI,140381.38806,102922.5716437624
2015-01-04,DELI,115238.49799,121055.01608226978
2015-01-11,DELI,112513.462994,115683.2038520097
2015-01-18,DELI,107920.422974,114164.23393851296
2015-01-25,DELI,107439.71503,111117.06493099204
2015-02-01,DELI,110142.388,115100.8255669289
2015-02-08,DELI,111667.159034,110830.89622440167
2015-02-15,DELI,96081.765966,108917.96943981868
2015-02-22,DELI,116911.07401,104349.93563761475
2015-03-01,DELI,116767.93703,110461.0981666938
2015-03-08,DELI,122014.83402,120713.61805884432
2015-03-15,DELI,109691.145044,112384.26485602763
2015-03-22,DELI,109220.03901,113271.37442549913
2015-03-29,DELI,107185.662,110051.91150927107
2015-04-05,DELI,117619.27798,117731.2057611151
2015-04-12,DELI,115216.76701,107941.39493839763
2015-04-19,DELI,113786.834024,106984.08058976966
2015-04-26,DELI,109396.994,109430.37168834383
2015-05-03,DELI,120203.95799,116224.58280136352
2015-05-10,DELI,116892.105024,111135.7849254072
2015-05-17,DELI,113195.175032,112604.43189280079
2015-05-24,DELI,108769.04895,109420.5608276906
2015-05-31,DELI,118916.490044,112656.41640491998
2015-06-07,DELI,125749.28896,116060.36166848868
2015-06-14,DELI,112824.90101,112612.1154885682
2015-06-21,DELI,112676.834,114627.75942972451
2015-06-28,DELI,135214.143014,129298.48345898958
2015-07-05,DELI,147889.22699999998,133818.97822537343
